"ID_FlightType","Flight_Type","Flight_status"
"F6156","International","Retardé"
"F6157","International","Annulé"
"F6158","International","à l heure"
"F6159","International","Annulé"
"F6160","International","Annulé"
"F6161","International","Annulé"
"F6162","International","Retardé"
"F6163","International","Retardé"
"F6164","International","à l heure"
"F6165","International","Annulé"
"F6166","International","à l heure"
"F6167","International","Annulé"
"F6168","International","Retardé"
"F6169","International","Retardé"
"F6170","International","Retardé"
"F6171","International","Annulé"
"F6172","International","Annulé"
"F6173","International","Retardé"
"F6174","International","Retardé"
"F6175","International","à l heure"
"F6176","International","Annulé"
"F6177","International","Annulé"
"F6178","International","Retardé"
"F6179","International","Annulé"
"F6180","National","Retardé"
"F6181","International","Retardé"
"F6182","International","Retardé"
"F6183","International","Annulé"
"F6184","International","Annulé"
"F6185","International","Annulé"
"F6186","International","Retardé"
"F6187","International","Annulé"
"F6188","International","Annulé"
"F6189","International","Annulé"
"F6190","International","Annulé"
"F6191","International","à l heure"
"F6192","International","Annulé"
"F6193","International","Retardé"
"F6194","International","à l heure"
"F6195","International","Retardé"
"F6196","International","Annulé"
"F6197","International","Retardé"
"F6198","International","Annulé"
"F6199","International","Annulé"
"F6200","International","Annulé"
"F6201","International","Annulé"
"F6202","International","Retardé"
"F6203","International","Annulé"
"F6204","International","Retardé"
"F6205","International","Annulé"
"F6206","International","à l heure"
"F6207","International","Retardé"
"F6208","International","Retardé"
"F6209","International","Retardé"
"F6210","International","Annulé"
"F6211","International","Annulé"
"F6212","International","Retardé"
"F6213","International","Annulé"
"F6214","International","Annulé"
"F6215","International","Annulé"
"F6216","International","Retardé"
"F6217","International","Retardé"
"F6218","International","à l heure"
"F6219","International","Retardé"
"F6220","International","Annulé"
"F6221","International","Annulé"
"F6222","International","Annulé"
"F6223","International","Retardé"
"F6224","International","Retardé"
"F6225","National","Annulé"
"F6226","International","à l heure"
"F6227","International","à l heure"
"F6228","International","Annulé"
"F6229","International","Retardé"
"F6230","International","Retardé"
"F6231","International","Annulé"
"F6232","International","Annulé"
"F6233","International","Retardé"
"F6234","International","Retardé"
"F6235","International","Retardé"
"F6236","International","Retardé"
"F6237","International","Annulé"
"F6238","International","Retardé"
"F6239","International","Retardé"
"F6240","National","Retardé"
"F6241","International","Annulé"
"F6242","National","Retardé"
"F6243","National","à l heure"
"F6244","International","Annulé"
"F6245","International","Annulé"
"F6246","International","à l heure"
"F6247","International","Retardé"
"F6248","International","Annulé"
"F6249","International","Retardé"
"F6250","International","à l heure"
"F6251","International","Annulé"
"F6252","International","Annulé"
"F6253","International","Annulé"
"F6254","International","Annulé"
"F6255","International","Retardé"
"F6256","National","Annulé"
"F6257","International","Annulé"
"F6258","International","Annulé"
"F6259","International","à l heure"
"F6260","National","Annulé"
"F6261","International","Annulé"
"F6262","International","Annulé"
"F6263","International","Annulé"
"F6264","International","Retardé"
"F6265","International","Annulé"
"F6266","National","Annulé"
"F6267","International","Annulé"
"F6268","International","Annulé"
"F6269","International","Annulé"
"F6270","International","Annulé"
"F6271","International","à l heure"
"F6272","International","Annulé"
"F6273","National","Annulé"
"F6274","International","Annulé"
"F6275","International","Annulé"
"F6276","International","Annulé"
"F6277","International","à l heure"
"F6278","International","Retardé"
"F6279","National","Annulé"
"F6280","International","Retardé"
"F6281","International","Annulé"
"F6282","International","Retardé"
"F6283","International","à l heure"
"F6284","International","Retardé"
"F6285","International","à l heure"
"F6286","International","Annulé"
"F6287","International","Retardé"
"F6288","International","Annulé"
"F6289","International","Annulé"
"F6290","International","Annulé"
"F6291","International","Retardé"
"F6292","National","Retardé"
"F6293","International","Annulé"
"F6294","International","Annulé"
"F6295","International","Annulé"
"F6296","International","Retardé"
"F6297","International","Retardé"
"F6298","International","Annulé"
"F6299","International","Annulé"
"F6300","International","Annulé"
"F6301","International","Retardé"
"F6302","International","Annulé"
"F6303","International","à l heure"
"F6304","International","Retardé"
"F6305","International","Annulé"
"F6306","International","Annulé"
"F6307","National","à l heure"
"F6308","International","Annulé"
"F6309","International","Retardé"
"F6310","International","à l heure"
"F6311","International","Annulé"
"F6312","International","Annulé"
"F6313","National","Annulé"
"F6314","International","à l heure"
"F6315","National","Annulé"
"F6316","International","Annulé"
"F6317","International","Annulé"
"F6318","International","Annulé"
"F6319","International","Retardé"
"F6320","National","Annulé"
"F6321","International","Annulé"
"F6322","International","Annulé"
"F6323","International","Retardé"
"F6324","International","Retardé"
"F6325","International","Annulé"
"F6326","International","Annulé"
"F6327","International","Annulé"
"F6328","International","Annulé"
"F6329","International","à l heure"
"F6330","International","Annulé"
"F6331","International","Annulé"
"F6332","National","Retardé"
"F6333","International","Retardé"
"F6334","International","Annulé"
"F6335","International","Annulé"
"F6336","International","Annulé"
"F6337","International","Annulé"
"F6338","International","Retardé"
"F6339","International","Retardé"
"F6340","International","à l heure"
"F6341","International","à l heure"
"F6342","International","à l heure"
"F6343","International","Annulé"
"F6344","National","Annulé"
"F6345","International","Annulé"
"F6346","International","Annulé"
"F6347","International","Annulé"
"F6348","International","Annulé"
"F6349","International","Retardé"
"F6350","International","Retardé"
"F6351","International","Annulé"
"F6352","International","Retardé"
"F6353","International","Retardé"
"F6354","International","Annulé"
"F6355","International","Annulé"
"F6356","International","Retardé"
"F6357","International","Annulé"
"F6358","International","Annulé"
"F6359","International","à l heure"
"F6360","International","Annulé"
"F6361","International","Retardé"
"F6362","International","à l heure"
"F6363","International","Annulé"
"F6364","International","Retardé"
"F6365","International","Annulé"
"F6366","International","Retardé"
"F6367","International","Retardé"
"F6368","International","Annulé"
"F6369","International","Annulé"
"F6370","International","Retardé"
"F6371","International","Retardé"
"F6372","International","Annulé"
"F6373","International","Annulé"
"F6374","International","Retardé"
"F6375","International","à l heure"
"F6376","International","Retardé"
"F6377","International","Annulé"
"F6378","International","Annulé"
"F6379","International","Annulé"
"F6380","International","Annulé"
"F6381","International","à l heure"
"F6382","International","Retardé"
"F6383","International","Annulé"
"F6384","International","Retardé"
"F6385","International","Retardé"
